产品代码,产品类型,计算模式,周期,最大回撤,贝塔,回撤修复,年化波动率,下行风险,防守能力,同类平均最大回撤,同类平均贝塔,同类平均回撤修复,同类平均年化波动率,同类平均下行风险,同类平均防守能力,沪深300最大回撤,沪深300贝塔,沪深300回撤修复,沪深300年化波动率,沪深300下行风险,沪深300防守能力,最大回撤排名,贝塔排名,回撤修复排名,年化波动率排名,下行风险排名,防守能力排名
1911621335560400898,1,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-32.46%,100.00%,346天,19.06%,17.20%,100.00%,--,--,--,--,--,--
1911621335560400898,1,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-15.50%,100.00%,--,18.05%,14.85%,100.00%,--,--,--,--,--,--
1911621335560400898,1,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.32%,22.12%,100.00%,--,--,--,--,--,--
1911621974478729217,1,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-21.85%,100.00%,9天,16.66%,14.08%,100.00%,--,--,--,--,--,--
1911621974478729217,1,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-28.12%,100.00%,34天,19.18%,16.54%,100.00%,--,--,--,--,--,--
1911621974478729217,1,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-28.12%,100.00%,81天,19.71%,18.07%,100.00%,--,--,--,--,--,--
1911621974478729217,1,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-32.46%,100.00%,346天,19.06%,17.20%,100.00%,--,--,--,--,--,--
1911621974478729217,1,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-15.50%,100.00%,--,18.05%,14.85%,100.00%,--,--,--,--,--,--
1911621974478729217,1,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.32%,22.12%,100.00%,--,--,--,--,--,--
1911619731885043714,1,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-21.85%,100.00%,9天,16.66%,14.08%,100.00%,--,--,--,--,--,--
1911619731885043714,1,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-28.12%,100.00%,34天,19.18%,16.54%,100.00%,--,--,--,--,--,--
1911619731885043714,1,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-28.12%,100.00%,81天,19.71%,18.07%,100.00%,--,--,--,--,--,--
1911619731885043714,1,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-32.46%,100.00%,346天,19.06%,17.20%,100.00%,--,--,--,--,--,--
1911619731885043714,1,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-15.50%,100.00%,--,18.05%,14.85%,100.00%,--,--,--,--,--,--
1911619731885043714,1,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.32%,22.12%,100.00%,--,--,--,--,--,--
1911621131243270145,1,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-21.85%,100.00%,9天,16.66%,14.08%,100.00%,--,--,--,--,--,--
1911621131243270145,1,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-28.12%,100.00%,34天,19.18%,16.54%,100.00%,--,--,--,--,--,--
1911621131243270145,1,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-28.12%,100.00%,81天,19.71%,18.07%,100.00%,--,--,--,--,--,--
1911621131243270145,1,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-32.46%,100.00%,346天,19.06%,17.20%,100.00%,--,--,--,--,--,--
1911621131243270145,1,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-15.50%,100.00%,--,18.05%,14.85%,100.00%,--,--,--,--,--,--
1911621131243270145,1,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.32%,22.12%,100.00%,--,--,--,--,--,--
D00344,1,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-27.95%,100.00%,--,19.33%,17.18%,100.00%,--,--,--,--,--,--
D00344,1,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-34.84%,100.00%,41天,20.11%,17.30%,100.00%,--,--,--,--,--,--
D00344,1,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-34.84%,100.00%,39天,19.72%,18.22%,100.00%,--,--,--,--,--,--
D00344,1,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-34.84%,100.00%,362天,19.82%,17.84%,100.00%,--,--,--,--,--,--
D00344,1,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-23.40%,100.00%,--,22.24%,19.45%,100.00%,--,--,--,--,--,--
D00344,1,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.34%,22.12%,100.00%,--,--,--,--,--,--
1960591577460158465,1,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-18.19%,100.00%,7天,18.31%,15.84%,100.00%,--,--,--,--,--,--
1960591577460158465,1,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-18.19%,100.00%,45天,20.38%,19.20%,100.00%,--,--,--,--,--,--
1960591577460158465,1,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-18.19%,100.00%,78天,20.11%,18.20%,100.00%,--,--,--,--,--,--
1960591577460158465,1,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-32.46%,100.00%,340天,18.76%,17.07%,100.00%,--,--,--,--,--,--
1960591577460158465,1,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-18.19%,100.00%,7天,18.24%,15.84%,100.00%,--,--,--,--,--,--
1960591577460158465,1,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.38%,22.22%,100.00%,--,--,--,--,--,--
1960601105719275522,1,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-18.19%,100.00%,7天,18.31%,15.84%,100.00%,--,--,--,--,--,--
1960601105719275522,1,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-18.19%,100.00%,45天,20.38%,19.20%,100.00%,--,--,--,--,--,--
1960601105719275522,1,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-18.19%,100.00%,78天,20.11%,18.20%,100.00%,--,--,--,--,--,--
1960601105719275522,1,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-32.46%,100.00%,340天,18.76%,17.07%,100.00%,--,--,--,--,--,--
1960601105719275522,1,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-18.19%,100.00%,7天,18.24%,15.84%,100.00%,--,--,--,--,--,--
1960601105719275522,1,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.38%,22.22%,100.00%,--,--,--,--,--,--
1960602324663709697,1,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-18.19%,100.00%,7天,18.31%,15.84%,100.00%,--,--,--,--,--,--
1960602324663709697,1,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-18.19%,100.00%,45天,20.38%,19.20%,100.00%,--,--,--,--,--,--
1960602324663709697,1,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-18.19%,100.00%,78天,20.11%,18.20%,100.00%,--,--,--,--,--,--
1960602324663709697,1,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-32.46%,100.00%,340天,18.76%,17.07%,100.00%,--,--,--,--,--,--
1960602324663709697,1,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-18.19%,100.00%,7天,18.24%,15.84%,100.00%,--,--,--,--,--,--
1960602324663709697,1,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.38%,22.22%,100.00%,--,--,--,--,--,--
000001,1,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-25.57%,100.00%,38天,18.46%,15.89%,100.00%,--,--,--,--,--,--
000001,1,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-34.84%,100.00%,20天,18.80%,15.97%,100.00%,--,--,--,--,--,--
000001,1,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-34.84%,100.00%,40天,19.69%,18.15%,100.00%,--,--,--,--,--,--
000001,1,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-34.84%,100.00%,368天,19.90%,17.79%,100.00%,--,--,--,--,--,--
000001,1,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-23.40%,100.00%,--,20.87%,17.86%,100.00%,--,--,--,--,--,--
000001,1,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.27%,22.02%,100.00%,--,--,--,--,--,--
